,Date,Natural_Gas_Price,Natural_Gas_Vol.,Crude_oil_Price,Crude_oil_Vol.,Copper_Price,Copper_Vol.,Bitcoin_Price,Bitcoin_Vol.,Platinum_Price,Platinum_Vol.,Ethereum_Price,Ethereum_Vol.,S&P_500_Price,Nasdaq_100_Price,Nasdaq_100_Vol.,Apple_Price,Apple_Vol.,Tesla_Price,Tesla_Vol.,Microsoft_Price,Microsoft_Vol.,Silver_Price,Silver_Vol.,Google_Price,Google_Vol.,Nvidia_Price,Nvidia_Vol.,Berkshire_Price,Berkshire_Vol.,Netflix_Price,Netflix_Vol.,Amazon_Price,Amazon_Vol.,Meta_Price,Meta_Vol.,Gold_Price,Gold_Vol.
19,05-01-2024,2.893,187500.0,73.81,325530.0,3.806,,"44,156.90",68070.0,971.8,,"2,268.12",426010.0,"4,697.24","16,305.98",221900000.0,181.18,62380000.0,237.49,92490000.0,367.75,21000000.0,23.315,,135.73,22510000.0,490.97,41500000.0,"5,54,300",8109.999999999999,474.06,2630000.0,145.24,45150000.0,351.95,13750000.0,"2,049.80",214680.0
20,04-01-2024,2.821,206310.0,72.19,344470.0,3.844,,"44,157.00",68050.0,966.3,,"2,267.27",467010.0,"4,688.68","16,282.01",251190000.0,181.91,70700000.0,237.93,102230000.0,367.94,20700000.0,23.187,,136.39,25690000.0,479.98,30440000.0,"5,51,550",9060.0,474.67,3610000.0,144.57,55820000.0,347.12,11660000.0,"2,050.00",130259.99999999999
21,03-01-2024,2.668,166470.0,72.7,334860.0,3.8615,,"42,836.10",117650.0,987.1,,"2,209.49",852010.0,"4,704.81","16,368.49",239480000.0,184.25,56440000.0,238.45,120510000.0,370.6,21800000.0,23.157,,138.92,23160000.0,475.69,31820000.0,"5,56,050",9530.0,470.26,3400000.0,148.47,46910000.0,344.47,14280000.0,"2,042.80",221680.0
22,02-01-2024,2.568,132450.0,70.38,330990.0,3.8805,,"44,943.70",97840.0,998.3,,"2,355.27",491560.0,"4,742.83","16,543.94",270930000.0,185.64,79820000.0,248.42,104070000.0,370.87,24820000.0,23.953,,138.17,23600000.0,481.68,40840000.0,"5,49,787",12030.0,468.5,5040000.0,149.93,45260000.0,346.29,18050000.0,"2,073.40",157560.0
23,29-12-2023,2.514,89600.0,71.65,214490.0,3.8915,,"42,072.40",60980.0,"1,009.20",18530.0,"2,299.24",475370.0,"4,769.83","16,825.93",196410000.0,192.53,42670000.0,248.48,100890000.0,376.04,18730000.0,24.025,,139.69,18730000.0,495.22,38930000.0,"5,42,625",8109.999999999999,486.88,2740000.0,151.94,39820000.0,353.96,14990000.0,"2,071.80",105720.0
24,28-12-2023,2.557,116060.0,71.77,262750.0,3.9245,,"42,581.10",49840.0,"1,023.20",,"2,344.47",626910.0,"4,783.35","16,898.47",150030000.0,193.58,33830000.0,253.18,112530000.0,375.28,14190000.0,24.372,,140.23,15960000.0,495.22,24440000.0,"5,45,000",7380.0,490.51,1700000.0,153.38,26820000.0,358.32,11740000.0,"2,083.50",129539.99999999999
25,27-12-2023,2.619,3930.0,74.11,253320.0,3.956,,"43,446.50",50100.0,"1,013.50",,"2,378.63",577270.0,"4,781.58","16,906.80",182990000.0,193.15,47900000.0,261.44,105860000.0,374.07,14870000.0,24.57,,140.37,19570000.0,494.17,23220000.0,"5,43,750",7620.0,491.79,2550000.0,153.34,31240000.0,357.83,13210000.0,"2,083.40",590.0
26,26-12-2023,2.55,50760.0,75.57,208720.0,3.902,38000.0,"42,513.30",56030.0,995.6,,"2,230.74",429500.0,"4,774.75","16,878.46",146740000.0,193.05,28810000.0,256.61,86640000.0,374.66,12650000.0,24.396,27810.0,141.52,16530000.000000002,492.79,24280000.0,"5,43,635",10890.0,491.19,2029999.9999999998,153.41,24870000.0,354.83,9880000.0,"2,060.40",290.0
27,22-12-2023,2.61,42840.0,73.56,222600.0,3.905,54140.0,"43,968.90",44500.0,981.8,,"2,324.23",620730.0,"4,754.63","16,777.40",170680000.0,193.6,37150000.0,252.54,93370000.0,374.58,17110000.0,24.565,48680.0,141.49,26530000.0,488.3,25250000.0,"5,42,600",7840.0,486.76,2700000.0,153.42,29510000.0,353.39,11770000.0,"2,059.60",440.0
28,21-12-2023,2.572,84550.0,73.89,251980.0,3.9175,70080.0,"43,865.90",48960.0,970.3,26550.0,"2,239.62",471460.0,"4,746.75","16,757.41",217170000.0,194.68,44080000.0,254.5,108960000.0,373.54,17630000.0,24.585,46760.0,140.42,27400000.0,489.9,29920000.0,"5,41,000",7700.0,491.61,2750000.0,153.84,35950000.0,354.09,15220000.0,"2,041.80",540.0
29,20-12-2023,2.447,125260.0,74.22,273360.0,3.906,66320.0,"43,662.80",70190.0,974,30010.0,"2,202.19",440350.0,"4,701.19","16,554.16",275300000.0,194.83,50130000.0,247.14,124130000.0,370.62,26020000.0,24.631,46980.0,138.34,48940000.0,481.11,39400000.0,"5,43,740",8150.0,489.27,4520000.0,152.12,50000000.0,349.28,15990000.0,"2,038.10",260.0
30,19-12-2023,2.492,170440.0,73.44,25690.0,3.898,84950.0,"42,259.30",55290.0,965.8,25860.0,"2,177.44",400940.0,"4,768.37","16,811.86",228940000.0,196.94,40230000.0,257.22,106290000.0,373.26,20530000.0,24.321,37540.0,136.65,25440000.0,496.04,46310000.0,"5,54,650",7500.0,495.02,3840000.0,153.79,42890000.0,350.36,17660000.0,"2,042.60",470.0
31,18-12-2023,2.503,154300.0,72.47,73940.0,3.852,54990.0,"42,659.70",61580.0,954.3,26230.0,"2,218.80",388260.0,"4,740.56","16,729.80",249620000.0,195.89,55750000.0,252.08,116420000.0,372.65,21800000.0,24.107,42680.0,135.8,32259999.999999996,500.77,41260000.0,"5,51,182",10460.0,486.12,6410000.0,154.07,62510000.0,344.62,18360000.0,"2,030.90",250.0
32,15-12-2023,2.491,189240.0,71.43,95510.0,3.8905,73670.0,"41,929.00",45280.0,952.6,38070.0,"2,220.41",349630.0,"4,719.19","16,623.45",982560000.0,197.57,128539999.99999999,253.5,135930000.0,370.73,78500000.0,24.154,57000.0,132.6,50850000.0,488.9,47990000.0,"5,44,478",8430.0,472.06,7840000.0,149.97,110090000.0,334.92,31780000.0,"2,026.00",630.0
33,14-12-2023,2.392,159490.0,71.58,275690.0,3.8925,107540.0,"43,025.90",59150.0,967.9,42830.0,"2,315.64",461600.0,"4,719.55","16,537.83",392380000.0,198.11,65959999.99999999,251.05,160120000.0,365.93,43070000.0,24.386,97580.0,131.94,38600000.0,483.5,38160000.0,"5,49,760",8109.999999999999,469.83,5070000.0,147.42,57940000.0,333.17,19340000.0,"2,035.20",560.0
34,13-12-2023,2.335,255190.0,69.47,307000.0,3.7875,62860.0,"42,884.50",63110.0,922.1,32250.0,"2,260.18",436640.0,"4,707.09","16,562.37",265120000.0,197.96,67760000.0,239.29,145290000.0,374.37,30360000.0,22.921,81890.0,132.57,29640000.0,480.88,43610000.0,"5,55,800",7810.0,479.98,5750000.0,148.84,51650000.0,334.74,16200000.0,"1,988.10",2220.0
35,12-12-2023,2.311,223460.0,68.61,324530.0,3.7875,69520.0,"41,487.00",57040.0,931,30170.0,"2,203.49",377050.0,"4,643.70","16,354.25",251200000.0,194.71,51290000.0,237.01,94920000.0,374.38,24710000.0,23.016,55160.0,132.52,28950000.0,476.57,36990000.0,"5,49,240",7870.0,463.0,3280000.0,147.48,43400000.0,334.22,17980000.0,"1,983.90",570.0
36,11-12-2023,2.35,144300.0,71.32,274410.0,3.7805,66610.0,"41,256.10",105190.0,915.7,20160.0,"2,225.34",678030.0,"4,622.44","16,221.74",303210000.0,193.18,60780000.0,239.74,97620000.0,371.3,27660000.0,23.058,56900.0,133.29,31040000.0,466.27,50110000.0,"5,46,907",10390.0,459.89,4920000.0,145.89,48400000.0,325.28,25510000.0,"1,993.70",160070.0
37,08-12-2023,2.504,88300.0,71.23,302250.0,3.8305,89400.0,"44,175.50",58440.0,919.8,25020.0,"2,358.42",397410.0,"4,604.37","16,084.69",245090000.0,195.71,53410000.0,243.84,103130000.0,374.23,20150000.0,23.276,87080.0,134.99,32259999.999999996,475.06,35920000.0,"5,40,000",7640.0,453.76,3460000.0,147.42,41910000.0,332.75,14090000.0,"2,014.50",237290.0
38,07-12-2023,2.52,125250.0,69.34,339000.0,3.7975,78530.0,"43,289.70",63090.0,912,26880.0,"2,355.80",518610.0,"4,585.59","16,022.49",262029999.99999997,194.27,47340000.0,242.64,106730000.0,370.95,22870000.0,24.059,57750.0,136.93,55030000.0,465.96,34170000.0,"5,37,780",6960.0,452.0,3460000.0,146.88,49510000.0,326.59,15710000.0,"2,046.40",173980.0
39,06-12-2023,2.517,82950.0,69.38,436800.0,3.7345,83430.0,"43,776.30",72520.0,893.7,27700.0,"2,233.45",431570.0,"4,549.34","15,788.05",231990000.0,192.32,40900000.0,239.37,126440000.0,368.8,21120000.0,24.228,59370.0,130.02,22900000.0,455.03,38060000.0,"5,35,220",7520.0,446.73,4179999.9999999995,144.52,39680000.0,317.45,11290000.0,"2,047.90",154220.0
40,05-12-2023,2.667,42490.0,72.32,358700.0,3.784,96110.0,"44,076.20",96840.0,906.6,28080.0,"2,293.34",561410.0,"4,567.18","15,877.71",230800000.0,193.42,65349999.99999999,238.72,137400000.0,372.52,22920000.0,24.546,76730.0,130.99,27320000.0,465.66,36220000.0,"5,39,250",7500.0,455.15,3230000.0,146.88,46390000.0,318.29,15890000.0,"2,036.30",209550.0
41,04-12-2023,2.651,53830.0,73.04,388830.0,3.8355,95060.0,"41,987.80",104210.0,925.1,27280.0,"2,243.54",601450.0,"4,569.78","15,839.67",255590000.0,189.43,43070000.0,235.58,103810000.0,369.14,31940000.0,24.907,113760.0,129.27,36540000.0,455.1,42880000.0,"5,42,395",10130.0,453.9,5150000.0,144.84,47810000.0,320.02,19000000.0,"2,042.20",378220.0
42,01-12-2023,2.773,48470.0,74.07,358980.0,3.9315,106080.0,"38,688.20",62500.0,936.1,23110.0,"2,087.21",402510.0,"4,594.63","15,997.58",247400000.0,191.24,45700000.0,238.83,121330000.0,374.51,33040000.0,25.857,70000.0,131.86,31440000.0,467.65,36930000.0,"5,42,414",8890.0,465.74,4340000.0,147.03,39950000.0,324.82,15280000.0,"2,089.70",241620.0
43,30-11-2023,2.802,147750.0,75.96,559170.0,3.8505,76490.0,"37,712.90",33530.0,935.9,24650.0,"2,051.56",252490.0,"4,567.78","15,947.87",444540000.0,189.95,47990000.0,240.08,129350000.0,378.91,29350000.0,25.66,51620.0,132.53,37390000.0,467.7,52040000.0,"5,45,900",7420.0,473.97,4260000.0,146.09,64319999.99999999,327.15,22400000.0,"2,057.20",151920.0
44,29-11-2023,2.804,141590.0,77.86,322170.0,3.8255,76390.0,"37,855.50",49340.0,941.4,23080.0,"2,028.99",269970.0,"4,550.58","15,987.60",230980000.0,189.37,37940000.0,244.14,134650000.0,378.85,24360000.0,25.443,67400.0,134.99,23840000.0,481.4,36040000.0,"5,43,905",7580.0,477.19,2850000.0,146.32,38760000.0,332.2,15980000.0,"2,067.10",197790.0
45,28-11-2023,2.706,4140.0,76.41,286620.0,3.8285,640.0,"37,823.30",57500.0,944.7,70.0,"2,048.47",312940.0,"4,554.89","16,010.43",238590000.0,190.4,37790000.0,246.72,147240000.0,382.7,20330000.0,25.302,63460.0,137.2,18700000.0,478.21,38950000.0,"5,46,869",6930.0,479.0,2880000.0,147.03,41270000.0,338.99,12390000.0,"2,050.50",1860.0
46,27-11-2023,2.794,67040.0,74.86,289560.0,3.789,200.0,"37,248.60",45240.0,918,50.0,"2,027.51",354280.0,"4,550.43","15,961.98",215450000.0,189.79,40400000.0,236.08,111510000.0,378.61,22140000.0,25.038,55050.0,136.41,23330000.0,482.42,39390000.0,"5,47,445",9910.0,479.17,3570000.0,147.73,52380000.0,334.7,15650000.0,"2,023.10",1060.0
47,24-11-2023,2.855,34120.0,75.54,281150.0,3.8205,190.0,"37,717.30",65830.0,932.4,20.0,"2,080.62",460970.0,"4,559.34","15,980.11",68570000.0,189.97,24040000.0,235.45,65030000.0,377.43,9380000.0,24.692,31900.0,136.69,12510000.0,477.76,29380000.0,"5,49,500",7710.0,479.56,1400000.0,146.74,21620000.0,338.23,5470000.0,"2,013.70",520.0
48,22-11-2023,2.897,59220.0,77.1,389330.0,3.797,150.0,"37,410.80",64810.0,925.8,40.0,"2,063.05",506350.0,"4,556.62","16,001.39",202910000.0,191.31,39630000.0,234.21,118120000.0,377.85,23360000.0,24.033,24900.0,138.49,17820000.0,487.16,90060000.0,"5,49,520",7270.0,478.0,2840000.0,146.71,45700000.0,341.49,10720000.0,"2,003.40",670.0
49,21-11-2023,2.846,103670.0,77.77,238630.0,3.8395,120.0,"35,813.60",71070.0,941.4,20.0,"1,934.62",527410.0,"4,538.19","15,933.62",210890000.0,190.64,38130000.0,241.2,122290000.0,373.07,28420000.0,24.221,23430.0,136.97,22640000.0,499.44,56570000.0,"5,47,625",7220.0,474.95,3000000.0,143.9,71230000.0,336.98,11980000.0,"2,012.00",670.0
50,20-11-2023,2.882,113700.0,77.6,27250.0,3.8335,310.0,"37,454.10",51800.0,923.4,10.0,"2,021.49",455230.0,"4,547.38","16,027.06",247080000.0,191.45,46540000.0,235.6,116560000.0,377.44,52530000.0,23.959,15880.0,136.25,27850000.0,504.09,41610000.0,"5,47,836",9920.0,474.47,3620000.0,146.13,41980000.0,339.97,16739999.999999998,"1,990.70",310.0
51,17-11-2023,3.131,146650.0,75.89,101480.0,3.7345,,"36,595.40",51370.0,905,,"1,960.80",430920.0,"4,514.02","15,837.99",259240000.0,189.69,50940000.0,234.3,142770000.0,369.85,40330000.0,23.852,54400.0,135.31,37290000.0,492.98,32590000.000000004,"5,44,190",8010.0,465.91,2800000.0,145.18,49680000.0,335.04,14520000.0,"1,984.70",133120.0
52,16-11-2023,3.239,166400.0,72.9,125170.0,3.7025,,"36,161.20",66920.0,898.4,,"1,961.76",585120.0,"4,508.24","15,833.17",274410000.0,189.71,53990000.0,233.59,135460000.0,376.17,26430000.0,23.933,83270.0,136.93,27160000.0,494.8,33479999.999999996,"5,46,635",7320.0,466.95,3620000.0,142.83,49650000.0,334.19,18930000.0,"1,987.30",186810.0
53,15-11-2023,3.362,109450.0,76.66,282300.0,3.7185,85830.0,"37,874.90",75510.0,901.25,,"2,058.93",455570.0,"4,502.88","15,817.18",271670000.0,188.01,53230000.0,242.84,149640000.0,369.67,26150000.0,23.538,72280.0,134.62,23200000.0,488.88,47130000.0,"5,42,500",7620.0,461.94,5010000.0,143.2,63260000.0,332.71,14530000.0,"1,964.30",142920.0
54,14-11-2023,3.106,146720.0,78.26,263000.0,3.6835,102760.0,"35,549.30",63560.0,890.7,,"1,979.10",521220.0,"4,495.70","15,812.47",290230000.0,187.44,59710000.0,237.41,147560000.0,370.27,26810000.0,23.132,76300.0,133.62,32270000.000000004,496.56,41350000.0,"5,37,400",7230.0,448.65,4000000.0,145.8,56430000.0,336.31,17180000.0,"1,966.50",180740.0
55,13-11-2023,3.197,165650.0,78.26,262900.0,3.666,96820.0,"36,478.30",44550.0,863.6,,"2,054.18",578440.0,"4,411.55","15,482.79",197750000.0,184.8,41970000.0,223.71,138760000.0,366.68,19940000.0,22.358,64069.99999999999,132.09,18010000.0,486.2,38180000.0,"5,31,288",9420.0,444.62,2780000.0,142.59,35240000.0,329.19,16050000.0,"1,950.20",183700.0
56,10-11-2023,3.033,106720.0,77.17,267000.0,3.587,96130.0,"37,303.00",59560.0,845.6,,"2,077.78",640310.0,"4,415.24","15,529.12",278470000.0,186.4,66180000.00000001,214.65,131310000.0,369.67,28070000.0,22.281,63950.0,132.59,26930000.0,483.35,42240000.0,"5,31,886",7750.0,447.24,4440000.0,143.56,49350000.0,328.77,19120000.0,"1,937.70",229640.0
57,09-11-2023,3.041,142580.0,75.74,303430.0,3.6405,93670.0,"36,700.50",115560.0,864.3,,"2,120.16",1210000.0,"4,347.35","15,187.90",263170000.00000003,182.41,52450000.0,209.98,141300000.0,360.69,23820000.0,22.905,74590.0,130.24,22890000.0,469.5,53440000.0,"5,28,225",7080.0,435.15,2700000.0,140.6,35500000.0,320.55,16100000.000000002,"1,969.80",214080.0
58,08-11-2023,3.106,172750.0,75.33,429650.0,3.638,96580.0,"35,636.90",46330.0,871.5,,"1,889.29",265080.0,"4,382.78","15,313.24",241210000.0,182.89,49180000.0,222.11,105600000.0,363.2,25730000.0,22.728,66630.0,131.84,25650000.0,465.74,34440000.0,"5,26,660",7250.0,436.65,2300000.0,142.08,43570000.0,319.78,12870000.0,"1,957.80",189360.0
59,07-11-2023,3.14,186180.0,77.37,396290.0,3.679,108310.0,"35,426.10",53490.0,898.55,,"1,885.97",370100.0,"4,378.38","15,296.02",232650000.0,181.82,70210000.0,222.18,116020000.0,360.53,25740000.0,22.589,79030.0,130.97,27770000.0,459.55,34140000.0,"5,25,280",7320.0,434.61,3240000.0,142.71,53670000.0,318.82,14060000.0,"1,973.50",218950.0
60,06-11-2023,3.264,185740.0,80.82,271130.0,3.719,84990.0,"35,042.00",29810.0,917.6,,"1,900.98",359000.0,"4,365.98","15,154.93",218030000.0,179.23,63650000.0,219.27,116550000.0,356.53,23290000.0,23.234,41670.0,130.25,19020000.0,457.51,39890000.0,"5,26,450",11220.0,434.74,2890000.0,139.74,44410000.0,315.8,12890000.0,"1,988.60",146280.0
61,03-11-2023,3.515,110110.0,80.51,457280.0,3.6815,81350.0,"34,718.70",54540.0,940.95,,"1,832.29",337000.0,"4,358.34","15,099.49",269750000.0,176.65,79830000.0,219.96,119540000.0,352.8,23640000.0,23.285,76960.0,129.1,26390000.0,450.05,42460000.0,"5,33,815",8010.0,432.36,3670000.0,138.6,44060000.0,314.6,16760000.000000002,"1,999.20",222190.0
62,02-11-2023,3.472,118510.0,82.46,307120.0,3.6725,71370.0,"34,931.40",63660.0,930.6,,"1,800.27",398430.0,"4,317.78","14,919.54",296180000.0,177.57,67019999.99999999,218.51,124390000.0,348.32,24100000.0,22.846,45120.0,127.49,26590000.0,435.06,39820000.0,"5,30,340",7150.0,424.71,4420000.0,138.07,51570000.0,310.87,21480000.0,"1,993.50",158650.0
63,01-11-2023,3.494,151260.0,80.44,321590.0,3.649,83300.0,"35,423.80",71660.0,934.9,,"1,846.60",509010.0,"4,237.86","14,664.91",298770000.0,173.97,56930000.0,205.66,121660000.0,346.07,28160000.0,22.79,54800.0,126.45,30080000.0,423.25,43760000.0,"5,23,749",7400.0,420.19,4810000.0,137.0,61530000.0,311.85,20430000.0,"1,987.50",197630.0
64,31-10-2023,3.575,238330.0,81.02,346010.0,3.649,72260.0,"34,650.60",43400.0,944.9,,"1,815.13",279110.0,"4,193.80","14,409.78",251080000.0,170.77,43520000.0,200.84,117590000.0,338.11,19750000.0,22.952,54680.0,124.08,25920000.0,407.8,51380000.0,"5,17,825",6610.0,411.69,3870000.0,133.09,48970000.0,301.27,18040000.0,"1,994.30",214780.0
65,30-10-2023,3.352,119530.0,82.31,356930.0,3.6585,93450.0,"34,477.90",45200.0,939.9,,"1,809.05",304470.0,"4,166.82","14,335.51",233950000.0,170.29,50470000.0,197.36,135520000.0,337.31,22780000.0,23.396,60080.0,124.46,28180000.0,411.61,38310000.0,"5,13,065",8840.0,410.08,5280000.0,132.71,72030000.0,302.66,27540000.0,"2,005.60",181340.0
66,27-10-2023,3.164,4090.0,85.54,333760.0,3.646,102140.0,"33,901.80",47330.0,901.5,30.0,"1,779.54",298240.0,"4,117.37","14,180.42",274770000.0,168.22,58500000.0,207.3,94880000.0,329.81,29860000.0,22.774,70.0,122.17,44570000.0,405.0,41680000.0,"5,03,375",7910.0,397.87,5000000.0,127.74,125310000.0,296.73,29600000.0,"1,989.00",370.0
